SubjectID,StimID,Phase,svg_z_dec,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n_dec,mean_salience_relational_dec,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations_dec,n_aoi,aoi_prop_dec,mean_salience_dec,mean_meaning_dec,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question,prop_total,prop_relations,prop_objects,n_total_recalled,n_relations_recalled,n_objects_recalled,svg_z_dec_image_mean,svg_z_dec_within,svg_z_dec_z,svg_z_dec_within_z,n_fixations_dec_z,mean_salience_dec_z,mean_meaning_dec_z,svg_z_dec_image_mean_z
Encode-Decode_Experiment-14-1,150472,decoding,1.068055,0.714286,0.503,0.197823,7,5,False,0.06774,0.027978,8,4,12,12,1.0,0.054486,0.642623,,,,,,,,,,,,,two women are sharing a pizza slice off a paper plate,17318.0,29.0,Which description best matches the image?,0.375,0.25,0.5,6,1,5,0.04589692857142856,1.0221580714285714,0.8157680237728907,1.0582761255067414,-0.20544365058683578,-0.936383144056196,-0.04896534299795476,-0.4945014690869191
Encode-Decode_Experiment-14-1,2347400,decoding,1.364864,1.0,0.6634,0.246618,5,5,False,0.09168,,11,0,11,11,1.0,0.09168,0.635342,,,,,,,,,,,,,two men are sat on the couch and both have a glass of red wine that they are smelling,29826.0,30.0,Which description best matches the image?,0.5,0.375,0.5833333333333334,10,3,7,0.23851900000000004,1.1263450000000002,1.105233387438299,1.1661445092518519,-0.42573381498561075,-0.5719453189321959,-0.09461168804912663,0.01578016437939896
Encode-Decode_Experiment-15-1,2348899,decoding,0.855981,0.333333,0.199889,0.155896,9,3,False,0.071757,0.051705,9,12,21,21,1.0,0.060299,0.516808,,,,,,,,,,,,,women reaching to hold mans pink and white tie with two other men stood to the left of him,17186.0,2.0,Which description best matches the image?,0.6521739130434783,0.6666666666666666,0.6470588235294118,15,4,11,0.666775,0.18920599999999999,0.6089411501471659,0.1958916122657852,1.777167829002139,-0.8794256488299281,-0.8377299223981906,1.1502875944004063
Encode-Decode_Experiment-15-1,2344622,decoding,,1.0,1.0,0.0,3,3,False,0.063025,,9,0,9,9,1.0,0.063025,0.544275,,,,,,,,,,,,,cat lying on blue blanket to the left of someone typing on a keyboard,15099.0,8.0,Which description best matches the image?,0.7142857142857143,0.8,0.6,10,4,6,0.16630163636363637,,,,-0.8663141437831607,-0.8527154936627499,-0.6655326748332245,-0.1755332921092048
Encode-Decode_Experiment-15-1,2360001,decoding,,0.0,0.0,0.0,4,0,False,,0.047729,0,10,10,10,1.0,0.047729,0.418006,,,,,,,,,,,,,multiple men stood on scaffolding raising a large clock above their heads in a balck and white image,17465.0,9.0,Which description best matches the image?,0.65,0.5714285714285714,0.8181818181818182,13,4,9,0.33658571428571427,,,,-0.6460239793843857,-1.0025902308003718,-1.4571434897304016,0.27557200849808045
Encode-Decode_Experiment-15-1,2411268,decoding,-1.068241,0.333333,0.659,0.304863,3,1,False,0.075112,0.078353,2,8,10,10,1.0,0.077705,0.624099,,,,,,,,,,,,,little girl with pink wellies reaching up in an orchard to pick a green apple off the tree above her head and she is holding a red bag,27680.0,11.0,Which description best matches the image?,0.8888888888888888,0.8333333333333334,0.7142857142857143,16,5,10,0.05513581818181817,-1.1233768181818182,-1.2676718265583204,-1.1630714464427356,-0.6460239793843857,-0.7088765069224068,-0.16509676666611867,-0.4700264146612231
Encode-Decode_Experiment-15-1,2356125,decoding,,0.0,0.0,0.0,3,0,False,,0.317386,0,5,5,5,1.0,0.317386,0.639606,,,,,,,,,,,,,4 people in the image with two women in uniform lifting luggage onto a conveyorbelt and two others stood against a wall in the back,27919.0,12.0,Which description best matches the image?,0.5,0.42857142857142855,0.5384615384615384,10,3,7,-0.08454785714285713,,,,-1.7474748013782606,1.63958890049668,-0.06787964364613303,-0.8400671554996145
Encode-Decode_Experiment-15-1,2362704,decoding,,1.0,1.0,0.0,2,2,False,0.275856,,8,0,8,8,1.0,0.275856,0.69834,,,,,,,,,,,,,two bears in the middle of eating pumpkins,11259.0,14.0,Which description best matches the image?,0.4444444444444444,0.2,0.42857142857142855,4,1,3,-0.3286689166666667,,,,-1.0866043081819357,1.2326656634853412,0.3003379679780247,-1.486776497235311
Encode-Decode_Experiment-15-1,2386442,decoding,-0.023239,0.333333,0.340333,0.301212,3,1,False,0.099836,0.121788,6,3,9,9,1.0,0.107153,0.855131,,,,,,,,,,,,,"three people, a man, woman and child all brushing their teeth with man on the right wearing a purple shir",21565.0,17.0,Which description best matches the image?,0.4444444444444444,0.3333333333333333,0.46153846153846156,8,2,6,0.054409249999999985,-0.07764824999999999,-0.24852522399209545,-0.08039195840574168,-0.8663141437831607,-0.4203362833849663,1.2832985622532889,-0.4719511909648582
Encode-Decode_Experiment-15-1,2347400,decoding,,0.0,0.0,0.0,3,0,False,,0.153412,0,13,13,13,1.0,0.153412,0.646063,,,,,,,,,,,,,"two men sat on couch inside holding wine glasses and appearing to sniff them, red wine",17882.0,19.0,Which description best matches the image?,0.6,0.5,0.5833333333333334,12,4,7,0.23851900000000004,,,,0.0148465138119392,0.03292309588080577,-0.027399153329498615,0.01578016437939896
Encode-Decode_Experiment-15-1,150472,decoding,,0.0,0.0,0.0,2,0,False,,0.03753,0,7,7,7,1.0,0.03753,0.653967,,,,,,,,,,,,,"two women, one wearing glasses eating large pizza slice off paper plate",13936.0,20.0,Which description best matches the image?,0.5,0.25,0.7,8,1,7,0.04589692857142856,,,,-1.3068944725807106,-1.102523052718952,0.022152928978488452,-0.4945014690869191
Encode-Decode_Experiment-15-1,2367132,decoding,,0.0,0.0,0.0,3,0,False,,0.059663,0,10,10,10,1.0,0.059663,0.684396,,,,,,,,,,,,,two men standing up holding controllers in each hand,10052.0,21.0,Which description best matches the image?,0.2727272727272727,0.4,0.2222222222222222,6,2,4,-0.01209007692307691,,,,-0.6460239793843857,-0.8856573651491965,0.2129196689265853,-0.6481168033220155
Encode-Decode_Experiment-15-1,2410309,decoding,,0.0,0.0,0.0,8,0,False,,0.097074,0,16,16,16,1.0,0.097074,0.752058,,,,,,,,,,,,,"woman on laptop, diet coke bottle inbetween her and a baby who is also on a laptop to the left of the woman",23484.0,22.0,Which description best matches the image?,0.5882352941176471,0.2857142857142857,0.6666666666666666,10,2,8,0.22219188235294118,,,,0.6757170070082641,-0.5190933097716093,0.6371090658298063,-0.027472554278168887
Encode-Decode_Experiment-15-1,2356991,decoding,,0.0,0.0,0.0,2,0,False,,0.023769,0,14,14,14,1.0,0.023769,0.592848,,,,,,,,,,,,,"ball in the air, player diving and player on right of the screen is getting ready to catch the ball",16545.0,24.0,Which description best matches the image?,0.5,0.5714285714285714,0.4,8,4,4,-0.243275,,,,0.23513667821071418,-1.237357405343875,-0.36101682286638653,-1.2605565891968293
Encode-Decode_Experiment-15-1,2385851,decoding,,0.0,0.0,0.0,4,0,False,,0.046405,0,11,11,11,1.0,0.046405,0.935285,,,,,,,,,,,,,two men carrying red suitcases over thei heads walking through a shielded underpass,16493.0,26.0,Which description best matches the image?,0.6875,0.5714285714285714,0.7777777777777778,11,4,7,0.11946729999999998,,,,-0.42573381498561075,-1.0155631748360812,1.785803320010683,-0.2996037139705413
Encode-Decode_Experiment-15-1,2347025,decoding,,1.0,1.0,0.0,2,2,False,0.227367,,7,0,8,7,0.875,0.223854,0.892475,,,,,,,,,,,,,baby holding pink umbrella with little people on it and she is strapped to her mothers back,18332.0,27.0,Which description best matches the image?,0.6,0.5,0.5833333333333334,9,2,7,0.8972498571428572,,,,-1.0866043081819357,0.7231346697202645,1.5174171049796923,1.7608463206333176
Encode-Decode_Experiment-16-1,2411268,decoding,,1.0,1.0,0.0,2,2,False,0.141029,,9,0,9,9,1.0,0.141029,0.594773,,,,,,,,,,,,,,13264.0,1.0,Which description best matches the image?,0.0,0.0,0.0,0,0,0,0.05513581818181817,,,,-0.8663141437831607,-0.08840920471903553,-0.3489485335897071,-0.4700264146612231
Encode-Decode_Experiment-16-1,150472,decoding,0.853957,0.4,0.2703,0.151881,10,4,False,0.155623,0.084243,6,5,11,11,1.0,0.123178,0.660387,,,,,,,,,,,,,"two girls eating pizza outside,dim lighting on a street, girl on right had glasses, both mouth open and leaning to pizza on white paper plate",44120.0,2.0,Which description best matches the image?,1.0,0.75,1.0,16,3,10,0.04589692857142856,0.8080600714285714,0.6069672278737214,0.8366129520192195,-0.42573381498561075,-0.26331858839082467,0.0624014573713629,-0.4945014690869191
Encode-Decode_Experiment-16-1,2408717,decoding,,0.0,0.0,0.0,7,0,False,,0.076775,0,13,13,13,1.0,0.076775,0.470076,,,,,,,,,,,,,"four girls total, two farthest right were holding surboard under their righ arms , other two far left were seperate, all on beach, walkign towards water, sunny",58748.0,3.0,Which description best matches the image?,0.8125,0.7142857142857143,0.5555555555555556,13,5,5,0.2959471818181818,,,,0.0148465138119392,-0.7179889222949217,-1.1307041013476946,0.1679150999443987
Encode-Decode_Experiment-16-1,2410309,decoding,-0.290182,0.1,0.1357,0.123026,10,1,False,0.36964,0.24487,3,12,15,15,1.0,0.269824,0.668916,,,,,,,,,,,,,"mum and baby on counch, mum facing screen and looking at laptop, had annoyed look on her face, baby to right of her facing sideways looking at laption, touching keyboard",56920.0,4.0,Which description best matches the image?,0.7647058823529411,0.8571428571428571,0.5833333333333334,13,6,7,0.22219188235294118,-0.5123738823529411,-0.5088635310277143,-0.530478662922938,0.4554268426094892,1.1735623414132874,0.1158718154185323,-0.027472554278168887
Encode-Decode_Experiment-16-1,2356125,decoding,,0.0,0.0,0.0,5,0,False,,0.085963,0,13,13,13,1.0,0.085963,0.415404,,,,,,,,,,,,,"four airport staff next to conveyor belt, two women helping suitcase off ramp to belt, to the left of them one man and to the left of him a women, four suitcases on belt",51005.0,5.0,Which description best matches the image?,0.75,0.42857142857142855,0.8461538461538461,15,3,11,-0.08454785714285713,,,,0.0148465138119392,-0.627962177732914,-1.473456055287763,-0.8400671554996145
Encode-Decode_Experiment-16-1,2367132,decoding,1.240296,0.571429,0.320571,0.202256,7,4,False,0.119372,0.072278,7,5,13,12,0.9231,0.099837,0.673878,,,,,,,,,,,,,"two men standing up holding wii remotes in both hands playing video game, both hans were up out in front of them. girl with pink shirt on couch in the back table in front of couch had a beer on it",59522.0,7.0,Which description best matches the image?,0.7727272727272727,1.0,0.6666666666666666,17,5,12,-0.01209007692307691,1.252386076923077,0.9837474438817606,1.2966392597892418,0.0148465138119392,-0.49202061764875044,0.1469797901670439,-0.6481168033220155
Encode-Decode_Experiment-16-1,2348899,decoding,0.796965,0.6,0.4006,0.250199,5,3,False,0.067416,0.137702,10,2,12,12,1.0,0.07913,0.764083,,,,,,,,,,,,,"three men one women in pub, manfar left was a blonde girl reaching right for mans tie. man had pink and white tie. two men to left of him looking and pointing at him",56407.0,8.0,Which description best matches the image?,0.7391304347826086,0.8333333333333334,0.7058823529411765,17,5,12,0.666775,0.13019000000000003,0.551385321644399,0.13479027621155026,-0.20544365058683578,-0.6949139349806499,0.7124966910516621,1.1502875944004063
Encode-Decode_Experiment-16-1,2349475,decoding,2.547559,0.294118,0.094765,0.078253,17,5,False,0.115203,0.221688,12,9,21,21,1.0,0.16084,0.73641,,,,,,,,,,,,,"man on bike cycling to power blender on left side. women on right holding lid shut, another women in background watching",37137.0,9.0,Which description best matches the image?,0.7,0.7,0.5384615384615384,14,7,7,0.8152660666666667,1.7322929333333335,2.2586661953392038,1.7935036712751875,1.777167829002139,0.10570483930773163,0.5390079798030616,1.543660293031781
Encode-Decode_Experiment-16-1,2360001,decoding,0.642639,0.307692,0.229846,0.121135,13,4,False,0.264922,0.152974,7,10,17,17,1.0,0.19907,0.428865,,,,,,,,,,,,,"four men standing on scaffoling holding up clock, black and white photo,",38968.0,11.0,Which description best matches the image?,0.6,0.5714285714285714,0.7272727272727273,12,4,8,0.33658571428571427,0.3060532857142857,0.4008776493264176,0.31686770809494647,0.8960071714070391,0.4802936991907914,-1.3890657997275628,0.27557200849808045
Encode-Decode_Experiment-16-1,2345035,decoding,2.539815,0.533333,0.213133,0.126072,15,8,False,0.267468,0.112279,17,4,21,21,1.0,0.237908,0.774636,,,,,,,,,,,,,"football pitch, white goal was in far left of photo, two young girls in right of photo running for the ball. taller girl was to the left of a shorter girl who was to the left of the ball. men in the background and another football pitch behind",78227.0,12.0,Which description best matches the image?,1.0,1.0,1.0,21,5,15,-0.19332016666666665,2.7331351666666666,2.2511137970755897,2.8297107614909094,1.777167829002139,0.8608399231023343,0.7786559932525978,-1.128219553446886
Encode-Decode_Experiment-16-1,2344622,decoding,,1.0,1.0,0.0,3,3,False,0.160025,,9,0,14,9,0.6429,0.207399,0.575306,,,,,,,,,,,,,"cat on light blue blanket in left side of photo, behind the cat was cds. to the left of cat was white middle aged mans right hand on left edge of old faishioned keyboard",78515.0,13.0,Which description best matches the image?,0.8571428571428571,0.8,0.8,12,4,8,0.16630163636363637,,,,0.23513667821071418,0.5619037074033472,-0.4709918516931479,-0.1755332921092048
Encode-Decode_Experiment-16-1,2385851,decoding,,0.0,0.0,0.0,9,0,False,,0.215766,0,13,13,13,1.0,0.215766,0.89438,,,,,,,,,,,,,two man on covered walkway walking in shade. far left was sunny where there was no sun. men holding red suitcases walking away from camera. suitcases large and on their backs.,56177.0,14.0,Which description best matches the image?,0.875,0.7142857142857143,0.8888888888888888,14,5,8,0.11946729999999998,,,,0.0148465138119392,0.6438860508676832,1.5293600094327178,-0.2996037139705413
Encode-Decode_Experiment-16-1,2374670,decoding,2.415888,0.875,0.38325,0.203548,8,7,False,0.159454,0.317273,16,1,17,17,1.0,0.168738,0.737041,,,,,,,,,,,,,"red truck on dirt road. guy in front driving was visble, guy on ledge at back of truck bending over. multiple outlets of water spraying along the rear end of car. blue tube at back of car",76411.0,15.0,Which description best matches the image?,1.0,1.0,1.0,19,7,11,0.41830431249999994,1.9975836875,2.130252993922845,2.0681684998372543,0.8960071714070391,0.18309178190141207,0.5429638709893391,0.492055506324167
Encode-Decode_Experiment-16-1,2385550,decoding,-0.393193,0.272727,0.337455,0.16462,11,3,False,0.263669,0.379693,6,9,15,15,1.0,0.333283,0.685926,,,,,,,,,,,,,"two kids with peeled tangerines in their mouth, boy on left and girl with fringe on right, outside, sunny",60678.0,16.0,Which description best matches the image?,0.6111111111111112,0.5,0.6428571428571429,11,2,9,0.5623889375,-0.9555819375,-0.6093258370108124,-0.9893475174621197,0.4554268426094892,1.7953524135900882,0.22251160793610233,0.8737549515491974
Encode-Decode_Experiment-16-1,2386442,decoding,0.937838,0.333333,0.191889,0.15082,9,3,False,0.071434,0.07566,6,6,13,12,0.9231,0.071538,0.577431,,,,,,,,,,,,,"mum , toddler and dad all brushing their teeth, close up photo, mum far left then baby to the left of her and dad on far right. dad in purple shirt, baby in pink check top and mum in brown and yellow stripy top",72299.0,17.0,Which description best matches the image?,0.9444444444444444,0.6666666666666666,1.0,17,4,13,0.054409249999999985,0.88342875,0.6887728475470403,0.9146447901200138,0.0148465138119392,-0.7693025989678901,-0.4576697141799298,-0.4719511909648582
Encode-Decode_Experiment-16-1,2371471,decoding,1.633731,1.0,0.671857,0.200855,7,7,False,0.1529,,17,0,17,17,1.0,0.1529,0.627729,,,,,,,,,,,,,"two bikers mid air. behind them is a metal wall, below them is a dirt ramo, biker on left in on bike and biker on right has one leg with air, botj have helmets on",64297.0,18.0,Which description best matches the image?,0.8,1.0,0.6666666666666666,16,5,10,1.3517034285714284,0.2820275714285716,1.3674480909433382,0.2919930428767946,0.8960071714070391,0.027906368277872965,-0.14233942117295115,2.9647546217086007
Encode-Decode_Experiment-16-1,2397102,decoding,-1.292156,0.0,0.33825,0.261772,4,0,False,,0.055792,0,14,14,14,1.0,0.055792,0.402836,,,,,,,,,,,,,"man and women cuting cak. women in red,",29687.0,19.0,Which description best matches the image?,0.3333333333333333,0.2,0.3157894736842105,7,1,6,-0.05528222222222222,-1.2368737777777778,-1.4860467306385197,-1.2805788320569194,0.23513667821071418,-0.9235865693502773,-1.5522478784718199,-0.7625385738527899
Encode-Decode_Experiment-16-1,2347400,decoding,-0.314094,0.428571,0.491429,0.200122,7,3,False,0.044749,0.021446,7,7,14,14,1.0,0.033098,0.329314,,,,,,,,,,,,,"two men on couches smelling wine , window behind them",46588.0,20.0,Which description best matches the image?,0.45,0.375,0.5,9,3,6,0.23851900000000004,-0.552613,-0.5321839012859183,-0.572139633674579,0.23513667821071418,-1.1459491010318406,-2.013175028705609,0.01578016437939896
Encode-Decode_Experiment-16-1,2347025,decoding,1.316784,1.0,0.7055,0.223651,6,6,False,0.078444,,12,0,12,12,1.0,0.078444,0.595553,,,,,,,,,,,,,"eldery east asian women with hoops earring, lots of jewellery had small east asian child on her back , child holding a pink umbrella",46054.0,21.0,Which description best matches the image?,0.9333333333333333,0.5,1.0,14,2,12,0.8972498571428572,0.41953414285714274,1.0583429808635896,0.43435842227429344,-0.20544365058683578,-0.7016355661048922,-0.34405852546720833,1.7608463206333176
Encode-Decode_Experiment-16-1,2394020,decoding,-0.023248,0.333333,0.340667,0.315439,3,1,False,0.202298,0.178846,2,2,4,4,1.0,0.190572,0.669432,,,,,,,,,,,,,"two men with coyboy hats riding by beach, riding on sand with few grassy patches, behind them was sea and then sunset",35341.0,22.0,Which description best matches the image?,0.5,0.2857142857142857,0.5833333333333334,10,2,7,0.7567956,-0.7800436000000001,-0.2485340013144576,-0.8076065158695142,-1.9677649657770355,0.39702777893742375,0.11910674386880117,1.3887642054810427
Encode-Decode_Experiment-16-1,2387122,decoding,1.057662,0.5,0.287667,0.200757,6,3,False,0.195314,0.14451,10,1,15,11,0.7333,0.16197,0.837687,,,,,,,,,,,,,"blonde man crouching with camera behind glass pool, polar bear in behind the glass in water, one paw presses on glass, its head is turned up, behing water are rocks at back of picture",65233.0,23.0,Which description best matches the image?,1.0,1.0,1.0,17,5,12,-0.041064222222222224,1.0987262222222223,0.8056321669606831,1.1375498192964628,0.4554268426094892,0.11677691390014217,1.1739379190624315,-0.7248731899701619
Encode-Decode_Experiment-16-1,2412687,decoding,1.833169,0.818182,0.519273,0.163056,11,9,False,0.052425,0.069346,12,2,15,14,0.9333,0.058453,0.405638,,,,,,,,,,,,,"dog left of photo biting on red frizbee held by man on right who had blakc and white adidas shoes on and shorts, dark lighting",50434.0,24.0,Which description best matches the image?,0.8666666666666667,0.75,1.0,13,3,9,-0.089918,1.923087,1.5619516039725982,1.9910394646965326,0.4554268426094892,-0.8975133034295651,-1.5346814646779205,-0.854293382269824
Encode-Decode_Experiment-16-1,2362704,decoding,-0.844904,0.0,0.071545,0.084679,11,0,False,,0.248676,0,12,14,12,0.8571,0.21425,0.684909,,,,,,,,,,,,,"two brown bears eating pumpkins sitting down, one to the left is looking at camera, one on the right is lookign at pumpkin",32131.0,25.0,Which description best matches the image?,0.8888888888888888,1.0,0.42857142857142855,8,5,3,-0.3286689166666667,-0.5162350833333333,-1.0498606216253799,-0.5344762998125253,0.23513667821071418,0.6290318339808738,0.21613578965330554,-1.486776497235311
Encode-Decode_Experiment-16-1,2369373,decoding,0.512798,0.307692,0.240615,0.130806,13,4,False,0.093803,0.158457,8,8,17,16,0.9412,0.120216,0.569894,,,,,,,,,,,,,,24431.0,26.0,Which description best matches the image?,0.0,0.0,0.0,0,0,0,0.355155875,0.15764212499999997,0.2742491701236972,0.16321242469717895,0.8960071714070391,-0.2923411414374797,-0.5049209849738701,0.3247668482832589
Encode-Decode_Experiment-16-1,2370664,decoding,0.568007,0.5,0.3505,0.263201,4,2,False,0.130431,0.059633,5,6,11,11,1.0,0.091814,0.734111,,,,,,,,,,,,,two men and a women holding a donut up to their mouths,16694.0,28.0,Which description best matches the image?,0.45,0.14285714285714285,0.5714285714285714,9,1,8,-0.1374644,0.7054714,0.3280921912672728,0.730399299987319,-0.42573381498561075,-0.5706323472548657,0.5245949943240552,-0.9802501559536738
Encode-Decode_Experiment-16-1,2379478,decoding,-1.3402,0.25,0.507125,0.191856,8,2,False,0.410153,0.425047,6,9,15,15,1.0,0.419089,0.822161,,,,,,,,,,,,,"two babies lying in bed, one with nappy, drinking milk from bottle",38132.0,29.0,Which description best matches the image?,0.6875,0.8,0.7,11,4,7,-0.046197578947368416,-1.2940024210526317,-1.5329020279237802,-1.339726121454021,0.4554268426094892,2.6361050087019335,1.0766016804599756,-0.7384721386028178
Encode-Decode_Experiment-16-1,2356991,decoding,,0.0,0.0,0.0,7,0,False,,0.035152,0,19,22,19,0.8636,0.034058,0.597775,,,,,,,,,,,,,"man to the left falling head first with red helmet on. ball mid air. man on right stood trying to catch it, in baseball field",53792.0,30.0,Which description best matches the image?,0.875,0.7142857142857143,0.7,14,5,7,-0.243275,,,,1.997457993400914,-1.1365427367763412,-0.3301282715592699,-1.2605565891968293
Encode-Decode_Experiment-17-1,2394020,decoding,1.3108,1.0,0.65925,0.259956,4,4,False,0.157368,,9,0,9,9,1.0,0.157368,0.903861,,,,,,,,,,,,,"Two men were ridign a horse along a beach wearing cowboy hats, the horses were brown and white",30171.0,1.0,Which description best matches the image?,0.4,0.14285714285714285,0.5,8,1,6,0.7567956,0.5540044,1.0525070367507972,0.5735801989278299,-0.8663141437831607,0.07168515525034254,1.5887986850858091,1.3887642054810427
Encode-Decode_Experiment-17-1,2385550,decoding,-0.37788,0.4,0.501,0.267281,5,2,False,0.238673,0.347052,3,5,8,8,1.0,0.30641,0.839571,,,,,,,,,,,,,Two kids had teangerines in their mouths. One way a blonde young boy and one was a rbown haired young girl with a fringe.,30181.0,2.0,Which description best matches the image?,0.5555555555555556,0.0,0.7142857142857143,10,0,10,0.5623889375,-0.9402689375,-0.5943917106406268,-0.973493431129625,-1.0866043081819357,1.5320428025088049,1.1857491694506208,0.8737549515491974
Encode-Decode_Experiment-17-1,2349475,decoding,0.921326,0.333333,0.174667,0.172216,6,2,False,0.088422,0.060155,3,5,8,8,1.0,0.070756,0.727543,,,,,,,,,,,,,One woman was powerign a blender by using a bicyclre while another was holding down the lid of the blender. The woman in the background was hvaing a cigarate and a beer,37886.0,3.0,Which description best matches the image?,0.5,0.4,0.46153846153846156,10,4,6,0.8152660666666667,0.1060599333333333,0.6726693867866077,0.10980757131099625,-1.0866043081819357,-0.7769648665176823,0.483418618236143,1.543660293031781
Encode-Decode_Experiment-17-1,2409918,decoding,-0.028865,0.666667,0.675333,0.300245,3,2,False,0.08667,0.131117,6,2,8,8,1.0,0.097782,0.519195,,,,,,,,,,,,,Two men were riding on elephants in a stream or river. One of the elephants was using their trunk to eat some food.,22347.0,4.0,Which description best matches the image?,0.5,0.3333333333333333,0.5,8,2,5,-0.08443141176470587,0.055566411764705864,-0.2540120257264821,0.05752985628580873,-1.0866043081819357,-0.5121561161331786,-0.8227652436951083,-0.8397586761164787
Encode-Decode_Experiment-17-1,2408717,decoding,0.325875,0.142857,0.101714,0.126253,7,1,False,0.079533,0.166454,2,7,10,9,0.9,0.173022,0.586775,,,,,,,,,,,,,4 people in total were walking down a beach towards the water with their surfboards. Two of the surfboards were green while two of them were white,30183.0,5.0,Which description best matches the image?,0.625,0.2857142857142857,0.6666666666666666,10,2,6,0.2959471818181818,0.029927818181818222,0.09195101146803299,0.03098532052489694,-0.6460239793843857,0.2250676823915777,-0.3990899245688674,0.1679150999443987
Encode-Decode_Experiment-17-1,2410309,decoding,-0.552201,0.285714,0.406,0.21783,7,2,False,0.090971,0.171189,4,7,11,11,1.0,0.142019,0.593076,,,,,,,,,,,,,A mother and her child were both on a laptop each while sitting on a sofa. The kid had their hands on the keyboard and a bottle of coke by their side.,36226.0,6.0,Which description best matches the image?,0.6470588235294118,0.2857142857142857,0.75,11,2,9,0.22219188235294118,-0.7743928823529412,-0.7643996674731947,-0.8017561295691796,-0.42573381498561075,-0.07870889158055172,-0.35958743587673303,-0.027472554278168887
Encode-Decode_Experiment-17-1,2367132,decoding,-0.664706,0.333333,0.497833,0.247478,6,2,False,0.048522,0.052139,3,5,8,8,1.0,0.050783,0.709523,,,,,,,,,,,,,"Two men were playign the wii, with controllers in both hands. There was a girl in the baclground on the sofa.",30792.0,7.0,Which description best matches the image?,0.5454545454545454,0.4,0.5555555555555556,12,2,10,-0.01209007692307691,-0.6526159230769231,-0.8741210732903252,-0.6756761696873362,-1.0866043081819357,-0.9726662345125647,0.3704468921240556,-0.6481168033220155
Encode-Decode_Experiment-17-1,2360001,decoding,-0.300392,0.142857,0.195857,0.176436,7,1,False,0.127645,0.289444,2,8,10,10,1.0,0.257084,0.38494,,,,,,,,,,,,,4 men were standing on scaffolding while trying to raise a big clock up.,21106.0,8.0,Which description best matches the image?,0.45,0.42857142857142855,0.5454545454545454,9,3,6,0.33658571428571427,-0.6369777142857143,-0.5188209156185583,-0.6594853832796173,-0.6460239793843857,1.0487320491059322,-1.6644422186772536,0.27557200849808045
Encode-Decode_Experiment-17-1,2350974,decoding,-0.621856,0.5,0.6605,0.258098,4,2,False,0.158233,0.081848,10,2,14,12,0.8571,0.156343,0.717964,,,,,,,,,,,,,A kid was stood in between a blue motorcycle and a red car while sipping his drink. He was lent against the car and had a red hat on.,29839.0,9.0,Which description best matches the image?,0.8333333333333334,1.0,0.6,10,4,6,0.050771181818181806,-0.6726271818181818,-0.832331266266068,-0.6963945281870295,0.23513667821071418,0.06164190174837717,0.4233655569471484,-0.4815889202277191
Encode-Decode_Experiment-17-1,2362704,decoding,0.193319,0.25,0.222833,0.140528,12,3,False,0.199083,0.238161,5,10,16,15,0.9375,0.215437,0.777788,,,,,,,,,,,,,2 black bears eating pumpkin,7590.0,11.0,Which description best matches the image?,0.5555555555555556,0.2,0.5714285714285714,5,1,4,-0.3286689166666667,0.5219879166666667,-0.03732529331393736,0.5404324100667616,0.6757170070082641,0.6406624114509546,0.7984166414604392,-1.486776497235311
Encode-Decode_Experiment-17-1,150472,decoding,,0.0,0.0,0.0,2,0,False,,0.197314,0,7,7,7,1.0,0.197314,0.597304,,,,,,,,,,,,,2 girls taking a photo of them eating a slice of pizza on a paper plate outside,19608.0,12.0,Which description best matches the image?,0.5625,0.5,0.6,9,2,6,0.04589692857142856,,,,-1.3068944725807106,0.46308789124010724,-0.3330810841563172,-0.4945014690869191
Encode-Decode_Experiment-17-1,2386442,decoding,1.356742,0.833333,0.5055,0.241633,6,5,False,0.114075,,7,0,7,7,1.0,0.114075,0.880998,,,,,,,,,,,,,,7172.0,16.0,Which description best matches the image?,0.0,0.0,0.0,0,0,0,0.054409249999999985,1.30233275,1.0973123416354744,1.348350803378507,-1.3068944725807106,-0.3525124777843767,1.4454650239259503,-0.4719511909648582
Encode-Decode_Experiment-17-1,2356991,decoding,0.440218,0.4,0.299,0.229432,5,2,False,0.099134,0.206782,4,3,8,7,0.875,0.146349,0.770184,,,,,,,,,,,,,One man slidign head first with his arm stretched out to try and get to base safely befor ethe catcher catches the ball,24270.0,17.0,Which description best matches the image?,0.625,0.7142857142857143,0.5,10,5,5,-0.243275,0.683493,0.20346494156312356,0.7076442911027048,-1.0866043081819357,-0.03628226946981016,0.7507453315072585,-1.2605565891968293
Encode-Decode_Experiment-17-1,2374670,decoding,1.250858,1.0,0.6645,0.268216,4,4,False,0.207629,,6,0,6,6,1.0,0.207629,0.820786,,,,,,,,,,,,,A man was standing on the back of a	 red truck that was spraying some fluid oto a mud track.,19605.0,19.0,Which description best matches the image?,0.47368421052631576,0.42857142857142855,0.45454545454545453,9,3,5,0.41830431249999994,0.8325536875000001,0.9940481193027688,0.8619720523778303,-1.5271846369794857,0.5641573155062273,1.0679814738337756,0.492055506324167
